subject,predicate,object
İbrahim_Çallı,type,owl#Thing
İbrahim_Çallı,type,Person
İbrahim_Çallı,type,Person
İbrahim_Çallı,type,Person
İbrahim_Çallı,type,Person
İbrahim_Çallı,type,DUL.owl#NaturalPerson
İbrahim_Çallı,type,Q19088
İbrahim_Çallı,type,Q215627
İbrahim_Çallı,type,Q5
İbrahim_Çallı,type,Q729
İbrahim_Çallı,type,Animal
İbrahim_Çallı,type,Animal
İbrahim_Çallı,type,Eukaryote
İbrahim_Çallı,type,Eukaryote
İbrahim_Çallı,type,Species
İbrahim_Çallı,type,Species
İbrahim_Çallı,type,Person
İbrahim_Çallı,sameAs,18027270
İbrahim_Çallı,sameAs,Q6103448
İbrahim_Çallı,sameAs,İbrahim_Çallı
İbrahim_Çallı,sameAs,İbrahim_Çallı
İbrahim_Çallı,sameAs,İbrahim_Çallı
İbrahim_Çallı,sameAs,İbrahim_Çallı
İbrahim_Çallı,sameAs,119240947
İbrahim_Çallı,sameAs,İbrahim_Çallı
İbrahim_Çallı,sameAs,4oPVr
İbrahim_Çallı,name,İbrahim Çallı
İbrahim_Çallı,label,İbrahim Çallı
İbrahim_Çallı,label,İbrahim Çallı
İbrahim_Çallı,label,İbrahim Çallı
İbrahim_Çallı,label,İbrahim Çallı
İbrahim_Çallı,deathPlace,Istanbul
İbrahim_Çallı,deathPlace,"Istanbul, Turkey"
İbrahim_Çallı,deathDate,1960-05-02
İbrahim_Çallı,birthPlace,Denizli_Province
İbrahim_Çallı,birthPlace,Ottoman_Empire
İbrahim_Çallı,birthPlace,Çal
İbrahim_Çallı,birthPlace,"Çal, Denizli, Ottoman Empire"
İbrahim_Çallı,birthDate,1882-07-13
İbrahim_Çallı,subject,Category:1960_deaths
İbrahim_Çallı,subject,Category:1882_births
İbrahim_Çallı,subject,Category:People_from_Çal
İbrahim_Çallı,subject,Category:Turkish_male_painters
İbrahim_Çallı,subject,Category:20th-century_Turkish_painters
İbrahim_Çallı,subject,Category:20th-century_painters_from_the_Ottoman_Empire
İbrahim_Çallı,subject,Category:Turkish_art_educators
İbrahim_Çallı,subject,Category:Painters_from_Istanbul
İbrahim_Çallı,wikiPageWikiLink,Denizli_Province
İbrahim_Çallı,wikiPageWikiLink,Fernand_Cormon
İbrahim_Çallı,wikiPageWikiLink,Istanbul
İbrahim_Çallı,wikiPageWikiLink,Ankara
İbrahim_Çallı,wikiPageWikiLink,Cubism
İbrahim_Çallı,wikiPageWikiLink,Impressionism
İbrahim_Çallı,wikiPageWikiLink,Turkish_people
İbrahim_Çallı,wikiPageWikiLink,Enver_Pasha
İbrahim_Çallı,wikiPageWikiLink,Category:1960_deaths
İbrahim_Çallı,wikiPageWikiLink,İzmir
İbrahim_Çallı,wikiPageWikiLink,"Grand_Bazaar,_Istanbul"
İbrahim_Çallı,wikiPageWikiLink,Çal
İbrahim_Çallı,wikiPageWikiLink,Şeker_Ahmed_Pasha
İbrahim_Çallı,wikiPageWikiLink,Salvatore_Valeri
İbrahim_Çallı,wikiPageWikiLink,Mimar_Sinan_Fine_Arts_University
İbrahim_Çallı,wikiPageWikiLink,Category:Artists_from_Istanbul
İbrahim_Çallı,wikiPageWikiLink,State_Art_and_Sculpture_Museum
İbrahim_Çallı,wikiPageWikiLink,Bedri_Rahmi_Eyüboğlu
İbrahim_Çallı,wikiPageWikiLink,Category:1882_births
İbrahim_Çallı,wikiPageWikiLink,Category:Turkish_people_of_Armenian_descent
İbrahim_Çallı,wikiPageWikiLink,Category:People_from_Çal
İbrahim_Çallı,wikiPageWikiLink,Category:Turkish_male_painters
İbrahim_Çallı,wikiPageWikiLink,Category:20th-century_Turkish_painters
İbrahim_Çallı,wikiPageWikiLink,Ottoman_people
İbrahim_Çallı,wikiPageWikiLink,Roben_Efendi
İbrahim_Çallı,description,Turkey karimba ŋun nyɛ doo
İbrahim_Çallı,description,رسام تركي
