subject,predicate,object
Bahman_Mohasses,type,owl#Thing
Bahman_Mohasses,type,Person
Bahman_Mohasses,type,Person
Bahman_Mohasses,type,Person
Bahman_Mohasses,type,DUL.owl#NaturalPerson
Bahman_Mohasses,type,Q19088
Bahman_Mohasses,type,Q215627
Bahman_Mohasses,type,Q483501
Bahman_Mohasses,type,Q5
Bahman_Mohasses,type,Q729
Bahman_Mohasses,type,Animal
Bahman_Mohasses,type,Animal
Bahman_Mohasses,type,Artist
Bahman_Mohasses,type,Artist
Bahman_Mohasses,type,Artist
Bahman_Mohasses,type,Eukaryote
Bahman_Mohasses,type,Eukaryote
Bahman_Mohasses,type,Species
Bahman_Mohasses,type,Species
Bahman_Mohasses,type,Person
Bahman_Mohasses,sameAs,Bahman_Mohasses
Bahman_Mohasses,sameAs,m.0y5f_vx
Bahman_Mohasses,sameAs,311496711
Bahman_Mohasses,sameAs,Q800248
Bahman_Mohasses,sameAs,Bahman_Mohasses
Bahman_Mohasses,sameAs,Bahman_Mohasses
Bahman_Mohasses,sameAs,Bahman_Mohassess
Bahman_Mohasses,sameAs,1081574216
Bahman_Mohasses,sameAs,باهمان_موهاسيس
Bahman_Mohasses,sameAs,بهمن_محصص
Bahman_Mohasses,sameAs,4xYvk
Bahman_Mohasses,name,Bahman Mohassess
Bahman_Mohasses,name,بهمن محصص
Bahman_Mohasses,label,Bahman Mohasses
Bahman_Mohasses,label,Bahman Mohasses
Bahman_Mohasses,label,Bahman Mohasses
Bahman_Mohasses,label,Bahman Mohassess
Bahman_Mohasses,deathPlace,Italy
Bahman_Mohasses,deathPlace,Rome
Bahman_Mohasses,deathPlace,Italy
Bahman_Mohasses,deathPlace,Rome
Bahman_Mohasses,deathDate,2010-07-28
Bahman_Mohasses,birthPlace,Pahlavi_Iran
Bahman_Mohasses,birthPlace,Rasht
Bahman_Mohasses,birthPlace,Pahlavi_Iran
Bahman_Mohasses,birthPlace,Rasht
Bahman_Mohasses,birthDate,1931-03-01
Bahman_Mohasses,subject,Category:1931_births
Bahman_Mohasses,subject,Category:Iranian_painters
Bahman_Mohasses,subject,Category:People_from_Rasht
Bahman_Mohasses,subject,Category:2010_deaths
