subject,predicate,object
Damien_Hirst,type,owl#Thing
Damien_Hirst,type,Person
Damien_Hirst,type,Person
Damien_Hirst,type,Person
Damien_Hirst,type,DUL.owl#NaturalPerson
Damien_Hirst,type,Q19088
Damien_Hirst,type,Q215627
Damien_Hirst,type,Q483501
Damien_Hirst,type,Q5
Damien_Hirst,type,Q729
Damien_Hirst,type,Animal
Damien_Hirst,type,Animal
Damien_Hirst,type,Artist
Damien_Hirst,type,Artist
Damien_Hirst,type,Artist
Damien_Hirst,type,Eukaryote
Damien_Hirst,type,Eukaryote
Damien_Hirst,type,Species
Damien_Hirst,type,Species
Damien_Hirst,type,Person
Damien_Hirst,type,Artist
Damien_Hirst,type,PersonWithOccupation
Damien_Hirst,sameAs,e5bb54ef-986f-442c-813b-e8bc5b96a497#id
Damien_Hirst,sameAs,Mx4rv8PwMZwpEbGdrcN5Y29ycA
Damien_Hirst,sameAs,m.01qwfk
Damien_Hirst,sameAs,"Hirst,%20Damien"
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,96063124
Damien_Hirst,sameAs,119210738
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Q294326
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,דמיאן_הירסט
Damien_Hirst,sameAs,ダミアン・ハースト
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,"Херст,_Дэмьен"
Damien_Hirst,sameAs,达米恩·赫斯特
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,데미안_허스트
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,187953848
Damien_Hirst,sameAs,63f99ecf-8bff-4f50-b592-ea8ee562ee0b
Damien_Hirst,sameAs,p165531142
Damien_Hirst,sameAs,داميان_هيرست
Damien_Hirst,sameAs,داميان_هيرست
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,دیمین_هرست
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Դեմիեն_Հիրսթ
Damien_Hirst,sameAs,Damianus_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Damien_Hirst
Damien_Hirst,sameAs,Dejmijen_Herst
Damien_Hirst,sameAs,Дем'єн_Герст
Damien_Hirst,sameAs,2jNs9
Damien_Hirst,name,Damien Hirst
