subject,predicate,object
Paul_Nash_(artist),type,owl#Thing
Paul_Nash_(artist),type,Person
Paul_Nash_(artist),type,Person
Paul_Nash_(artist),type,Person
Paul_Nash_(artist),type,DUL.owl#NaturalPerson
Paul_Nash_(artist),type,Q19088
Paul_Nash_(artist),type,Q215627
Paul_Nash_(artist),type,Q483501
Paul_Nash_(artist),type,Q5
Paul_Nash_(artist),type,Q729
Paul_Nash_(artist),type,Animal
Paul_Nash_(artist),type,Animal
Paul_Nash_(artist),type,Artist
Paul_Nash_(artist),type,Artist
Paul_Nash_(artist),type,Artist
Paul_Nash_(artist),type,Eukaryote
Paul_Nash_(artist),type,Eukaryote
Paul_Nash_(artist),type,Species
Paul_Nash_(artist),type,Species
Paul_Nash_(artist),type,Person
Paul_Nash_(artist),sameAs,m.04454w
Paul_Nash_(artist),sameAs,118785699
Paul_Nash_(artist),sameAs,66484321
Paul_Nash_(artist),sameAs,Paul_Nash_(artist)
Paul_Nash_(artist),sameAs,Q727643
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,Paul_Nash_(sanatçı)
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,פול_נאש
Paul_Nash_(artist),sameAs,ポール・ナッシュ
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,"Нэш,_Пол"
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,p070833044
Paul_Nash_(artist),sameAs,پول_ناش
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,پل_نش
Paul_Nash_(artist),sameAs,Paul_Nash
Paul_Nash_(artist),sameAs,4tNxZ
Paul_Nash_(artist),name,Paul Nash
Paul_Nash_(artist),label,Paul Nash (artist)
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,ポール・ナッシュ
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),label,"Нэш, Пол"
Paul_Nash_(artist),label,Paul Nash
Paul_Nash_(artist),deathPlace,Dorset
