subject,predicate,object
Abidin_Dino,type,owl#Thing
Abidin_Dino,type,owl#Thing
Abidin_Dino,type,Person
Abidin_Dino,type,Animal
Abidin_Dino,type,Eukaryote
Abidin_Dino,type,Species
Abidin_Dino,differentFrom,Abidin_Pasha_Dino
Abidin_Dino,sameAs,96239263
Abidin_Dino,sameAs,m.04zq74
Abidin_Dino,sameAs,Abidin_Dino
Abidin_Dino,sameAs,Q3562681
Abidin_Dino,sameAs,Abidin_Dino
Abidin_Dino,sameAs,Abidin_Dino
Abidin_Dino,sameAs,Abidin_Dino
Abidin_Dino,sameAs,Abidin_Dino
Abidin_Dino,sameAs,עבידין_דינו
Abidin_Dino,sameAs,Abidin_Dino
Abidin_Dino,sameAs,Abidin_Dino
Abidin_Dino,sameAs,Αμπιντίν_Ντινό
Abidin_Dino,sameAs,1073465500
Abidin_Dino,sameAs,119397161
Abidin_Dino,sameAs,187602840
Abidin_Dino,sameAs,188209115
Abidin_Dino,sameAs,188209417
Abidin_Dino,sameAs,7e6d21a3-2d5f-42b0-a690-bf837aeb97a0
Abidin_Dino,sameAs,p068831633
Abidin_Dino,sameAs,أبيدين_دينو
Abidin_Dino,sameAs,ابيدين_دينو
Abidin_Dino,sameAs,Abidin_Dino
Abidin_Dino,sameAs,عابدین_دینو
Abidin_Dino,sameAs,Abedin_Dino
Abidin_Dino,sameAs,3HGmQ
Abidin_Dino,label,Abidin Dino
Abidin_Dino,label,أبيدين دينو
Abidin_Dino,label,Αμπιντίν Ντινό
Abidin_Dino,label,Abidin Dino
Abidin_Dino,label,Abidin Dino
Abidin_Dino,label,Abidin Dino
Abidin_Dino,label,Abidin Dino
Abidin_Dino,deathPlace,France
Abidin_Dino,deathPlace,Paris
Abidin_Dino,birthPlace,"Istanbul, Ottoman Empire"
Abidin_Dino,subject,Category:Deaths_from_cancer_in_France
Abidin_Dino,subject,Category:1993_deaths
Abidin_Dino,subject,Category:Artists_from_Istanbul
Abidin_Dino,subject,Category:1913_births
Abidin_Dino,subject,Category:Burials_at_Aşiyan_Asri_Cemetery
Abidin_Dino,subject,Category:Deaths_from_thyroid_cancer
Abidin_Dino,subject,Category:Turkish_Marxists
Abidin_Dino,subject,Category:Turkish_people_of_Albanian_descent
Abidin_Dino,subject,Category:D_Grubu
Abidin_Dino,subject,Category:Dino_family
Abidin_Dino,subject,Category:Robert_College_alumni
Abidin_Dino,subject,Category:20th-century_Turkish_painters
Abidin_Dino,subject,Category:Turkish_modern_painters
Abidin_Dino,subject,Category:Turkish_political_artists
Abidin_Dino,wikiPageWikiLink,Caricature
Abidin_Dino,wikiPageWikiLink,England
Abidin_Dino,wikiPageWikiLink,France
Abidin_Dino,wikiPageWikiLink,French_language
Abidin_Dino,wikiPageWikiLink,Geneva
Abidin_Dino,wikiPageWikiLink,Istanbul
Abidin_Dino,wikiPageWikiLink,Italy
Abidin_Dino,wikiPageWikiLink,Kyiv
Abidin_Dino,wikiPageWikiLink,London
Abidin_Dino,wikiPageWikiLink,Moscow
Abidin_Dino,wikiPageWikiLink,Odesa
Abidin_Dino,wikiPageWikiLink,Paris
Abidin_Dino,wikiPageWikiLink,Rome
Abidin_Dino,wikiPageWikiLink,Saint_Petersburg
Abidin_Dino,wikiPageWikiLink,Switzerland
Abidin_Dino,wikiPageWikiLink,Turkish_language
Abidin_Dino,wikiPageWikiLink,World_War_II
Abidin_Dino,wikiPageWikiLink,Villejuif
Abidin_Dino,wikiPageWikiLink,Güzin_Dino
Abidin_Dino,wikiPageWikiLink,Anatolia
Abidin_Dino,wikiPageWikiLink,Ankara
Abidin_Dino,wikiPageWikiLink,Association_football
Abidin_Dino,wikiPageWikiLink,Film_director
Abidin_Dino,wikiPageWikiLink,Literary_realism
Abidin_Dino,wikiPageWikiLink,Ottoman_Empire
Abidin_Dino,wikiPageWikiLink,Painting
Abidin_Dino,wikiPageWikiLink,Poet
Abidin_Dino,wikiPageWikiLink,Sculpture
Abidin_Dino,wikiPageWikiLink,Soviet_Union
Abidin_Dino,wikiPageWikiLink,University_of_Paris
Abidin_Dino,wikiPageWikiLink,Tristan_Tzara
Abidin_Dino,wikiPageWikiLink,Artist
Abidin_Dino,wikiPageWikiLink,Cartoon
Abidin_Dino,wikiPageWikiLink,Poem
Abidin_Dino,wikiPageWikiLink,Gertrude_Stein
Abidin_Dino,wikiPageWikiLink,Sergei_Yutkevich
Abidin_Dino,wikiPageWikiLink,Max_Ernst
Abidin_Dino,wikiPageWikiLink,1939_New_York_World's_Fair
Abidin_Dino,wikiPageWikiLink,Category:Deaths_from_cancer_in_France
Abidin_Dino,wikiPageWikiLink,Lyrics
Abidin_Dino,wikiPageWikiLink,Category:1993_deaths
