subject,predicate,object
Hale_Woodruff,type,owl#Thing
Hale_Woodruff,type,Person
Hale_Woodruff,type,Person
Hale_Woodruff,type,Person
Hale_Woodruff,type,DUL.owl#NaturalPerson
Hale_Woodruff,type,Q19088
Hale_Woodruff,type,Q215627
Hale_Woodruff,type,Q483501
Hale_Woodruff,type,Q5
Hale_Woodruff,type,Q729
Hale_Woodruff,type,Animal
Hale_Woodruff,type,Animal
Hale_Woodruff,type,Artist
Hale_Woodruff,type,Artist
Hale_Woodruff,type,Artist
Hale_Woodruff,type,Eukaryote
Hale_Woodruff,type,Eukaryote
Hale_Woodruff,type,Species
Hale_Woodruff,type,Species
Hale_Woodruff,type,Person
Hale_Woodruff,sameAs,m.0djzj5
Hale_Woodruff,sameAs,64865871
Hale_Woodruff,sameAs,Hale_Woodruff
Hale_Woodruff,sameAs,Q15489989
Hale_Woodruff,sameAs,הייל_וודרוף
Hale_Woodruff,sameAs,121544699
Hale_Woodruff,sameAs,p153055855
Hale_Woodruff,sameAs,هايل_وودروف
Hale_Woodruff,sameAs,YLsj
Hale_Woodruff,name,Hale Aspacio Woodruff
Hale_Woodruff,label,Hale Woodruff
Hale_Woodruff,label,هايل وودروف
Hale_Woodruff,deathPlace,"New York, New York"
Hale_Woodruff,deathDate,1980-09-06
Hale_Woodruff,birthPlace,"Cairo, Illinois"
Hale_Woodruff,birthDate,1900-08-26
Hale_Woodruff,subject,Category:1980_deaths
Hale_Woodruff,subject,Category:Artists_from_Indiana
Hale_Woodruff,subject,Category:1900_births
Hale_Woodruff,subject,Category:20th-century_American_printmakers
Hale_Woodruff,subject,Category:Herron_School_of_Art_and_Design_alumni
Hale_Woodruff,subject,Category:African-American_painters
Hale_Woodruff,subject,Category:African-American_printmakers
Hale_Woodruff,subject,Category:20th-century_African-American_artists
Hale_Woodruff,wikiPageWikiLink,Category:1980_deaths
Hale_Woodruff,wikiPageWikiLink,Mural
Hale_Woodruff,wikiPageWikiLink,Malkia_Roberts
Hale_Woodruff,wikiPageWikiLink,"File:Mutiny_on_the_Amistad_by_Hale_Woodruff,_1938.jpg"
Hale_Woodruff,wikiPageWikiLink,Alabama
Hale_Woodruff,wikiPageWikiLink,American_Civil_War
Hale_Woodruff,wikiPageWikiLink,"Cairo,_Illinois"
Hale_Woodruff,wikiPageWikiLink,Cubism
Hale_Woodruff,wikiPageWikiLink,Diego_Rivera
Hale_Woodruff,wikiPageWikiLink,Great_Depression
Hale_Woodruff,wikiPageWikiLink,Indianapolis
Hale_Woodruff,wikiPageWikiLink,Mende_people
Hale_Woodruff,wikiPageWikiLink,New_York_University
Hale_Woodruff,wikiPageWikiLink,Pablo_Picasso
Hale_Woodruff,wikiPageWikiLink,Painting
Hale_Woodruff,wikiPageWikiLink,Post-Impressionism
Hale_Woodruff,wikiPageWikiLink,"Nashville,_Tennessee"
Hale_Woodruff,wikiPageWikiLink,Supreme_Court_of_the_United_States
Hale_Woodruff,wikiPageWikiLink,Clark_Atlanta_University
Hale_Woodruff,wikiPageWikiLink,Herron_School_of_Art_and_Design
Hale_Woodruff,wikiPageWikiLink,High_Museum_of_Art
Hale_Woodruff,wikiPageWikiLink,Birmingham_Museum_of_Art
Hale_Woodruff,wikiPageWikiLink,Nelson-Atkins_Museum_of_Art
Hale_Woodruff,wikiPageWikiLink,Art_Institute_of_Chicago
Hale_Woodruff,wikiPageWikiLink,Académie_Moderne
Hale_Woodruff,wikiPageWikiLink,New_Orleans_Museum_of_Art
Hale_Woodruff,wikiPageWikiLink,Golden_State_Mutual_Life_Insurance_Company
Hale_Woodruff,wikiPageWikiLink,Samella_Lewis
Hale_Woodruff,wikiPageWikiLink,La_Amistad
Hale_Woodruff,wikiPageWikiLink,National_Museum_of_African_American_History_and_Culture
Hale_Woodruff,wikiPageWikiLink,Talladega_College
Hale_Woodruff,wikiPageWikiLink,Atlantic_slave_trade
Hale_Woodruff,wikiPageWikiLink,Category:Artists_from_Indiana
Hale_Woodruff,wikiPageWikiLink,Romare_Bearden
Hale_Woodruff,wikiPageWikiLink,Chicago_Cultural_Center
Hale_Woodruff,wikiPageWikiLink,Charles_Alston
Hale_Woodruff,wikiPageWikiLink,African_American_Museum_(Dallas)
Hale_Woodruff,wikiPageWikiLink,Henry_Ossawa_Tanner
Hale_Woodruff,wikiPageWikiLink,Category:1900_births
Hale_Woodruff,wikiPageWikiLink,Category:Herron_School_of_Art_and_Design_alumni
Hale_Woodruff,wikiPageWikiLink,Category:African-American_painters
Hale_Woodruff,wikiPageWikiLink,Category:20th-century_African-American_people
Hale_Woodruff,wikiPageWikiLink,Category:African-American_printmakers
Hale_Woodruff,wikiPageWikiLink,Harmon_Foundation
Hale_Woodruff,wikiPageWikiLink,Murals
Hale_Woodruff,wikiPageWikiLink,Black_Americans
Hale_Woodruff,wikiPageWikiLink,Fogg_Art_Museum
Hale_Woodruff,wikiPageWikiLink,Historically_black_college
Hale_Woodruff,wikiPageWikiLink,Bertha_Schaefer_Gallery
Hale_Woodruff,wikiPageWikiLink,Freedmen
Hale_Woodruff,wikiPageExternalLink,50253062&tab=holdings
Hale_Woodruff,wikiPageExternalLink,amistad.asp
Hale_Woodruff,wikiPageExternalLink,17813325&referer=brief_results
Hale_Woodruff,wikiPageExternalLink,2318292&referer=brief_results
Hale_Woodruff,wikiPageExternalLink,29255724&referer=brief_results
Hale_Woodruff,wikiPageExternalLink,30743648&referer=one_hit
Hale_Woodruff,description,pintor Merikano
Hale_Woodruff,description,אמן אמריקאי
Hale_Woodruff,description,Usana artisto
Hale_Woodruff,description,artist american
Hale_Woodruff,description,artista estadounidense
Hale_Woodruff,description,artista estatunidenc
Hale_Woodruff,description,artiste american
Hale_Woodruff,description,artiste américain
Hale_Woodruff,description,usona artisto
Hale_Woodruff,description,فنان أمريكي
Hale_Woodruff,description,মার্কিন শিল্পী
Hale_Woodruff,description,artista statunitense
Hale_Woodruff,description,Ameerika Ühendriikide kunstnik
Hale_Woodruff,description,artist amerikan
Hale_Woodruff,description,artista estadounidense
Hale_Woodruff,description,ealaíontóir Meiriceánach
Hale_Woodruff,description,amerikanischer Künstler
Hale_Woodruff,description,African American artist
Hale_Woodruff,description,Onye Omenkà Afrịka-Amerika
Hale_Woodruff,description,Amerikaans kunstschilder (1900-1980)
Hale_Woodruff,name,Hale Aspacio Woodruff
Hale_Woodruff,depiction,%22The_Banjo_Player%22_-_NARA_-_559155.jpg
Hale_Woodruff,depiction,Hale_Woodruff.gif
