subject,predicate,object
Candido_Portinari,type,owl#Thing
Candido_Portinari,type,Person
Candido_Portinari,type,Person
Candido_Portinari,type,Person
Candido_Portinari,type,DUL.owl#NaturalPerson
Candido_Portinari,type,Q19088
Candido_Portinari,type,Q215627
Candido_Portinari,type,Q483501
Candido_Portinari,type,Q5
Candido_Portinari,type,Q729
Candido_Portinari,type,Animal
Candido_Portinari,type,Animal
Candido_Portinari,type,Artist
Candido_Portinari,type,Artist
Candido_Portinari,type,Artist
Candido_Portinari,type,Eukaryote
Candido_Portinari,type,Eukaryote
Candido_Portinari,type,Species
Candido_Portinari,type,Species
Candido_Portinari,type,Person
Candido_Portinari,sameAs,m.027mss
Candido_Portinari,sameAs,5737825
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,C%C3%A2ndido_Portinari
Candido_Portinari,sameAs,119278758
Candido_Portinari,sameAs,Q319532
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,קנדידו_פורטינרי
Candido_Portinari,sameAs,カンディド・ポルチナーリ
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,"Портинари,_Кандиду"
Candido_Portinari,sameAs,坎迪多·波尔蒂纳里
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Кандыду_Партынары
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,0bbbb589-c109-42a4-8298-69a4dfe2556f
Candido_Portinari,sameAs,p124396011
Candido_Portinari,sameAs,كانديدو_پورتينارى
Candido_Portinari,sameAs,Kandidu_Portinari
Candido_Portinari,sameAs,Кандиду_Портинари
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Կանդիդո_Պորտինարի
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Candido_Portinari
Candido_Portinari,sameAs,Кандіду_Портінарі
Candido_Portinari,sameAs,2xgHN
Candido_Portinari,name,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,カンディド・ポルチナーリ
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Candido Portinari
Candido_Portinari,label,Кандіду Портінарі
Candido_Portinari,label,"Портинари, Кандиду"
Candido_Portinari,label,坎迪多·波尔蒂纳里
Candido_Portinari,deathPlace,Rio_de_Janeiro
Candido_Portinari,deathPlace,"Rio de Janeiro, Brazil"
Candido_Portinari,deathDate,1962-02-06
Candido_Portinari,birthPlace,"Brodowski,_São_Paulo"
Candido_Portinari,birthPlace,"Brodowski, São Paulo, Brazil"
Candido_Portinari,birthDate,1903-12-29
Candido_Portinari,subject,Category:1962_deaths
Candido_Portinari,subject,Category:Candido_Portinari
Candido_Portinari,subject,Category:Brazilian_muralists
Candido_Portinari,subject,Category:Brazilian_people_of_Italian_descent
Candido_Portinari,subject,Category:1903_births
Candido_Portinari,subject,Category:Brazilian_Communist_Party_politicians
Candido_Portinari,subject,Category:Deaths_by_lead_poisoning
Candido_Portinari,subject,Category:20th-century_Brazilian_male_artists
Candido_Portinari,subject,Category:20th-century_Brazilian_painters
Candido_Portinari,subject,Category:Brazilian_modern_painters
Candido_Portinari,subject,Category:Artists_from_São_Paulo_(state)
Candido_Portinari,subject,Category:Brazilian_male_painters
Candido_Portinari,wikiPageWikiLink,Category:1962_deaths
