subject,predicate,object
Edgar_Chahine,type,owl#Thing
Edgar_Chahine,type,Person
Edgar_Chahine,type,Person
Edgar_Chahine,type,Person
Edgar_Chahine,type,Person
Edgar_Chahine,type,DUL.owl#NaturalPerson
Edgar_Chahine,type,Q19088
Edgar_Chahine,type,Q215627
Edgar_Chahine,type,Q5
Edgar_Chahine,type,Q729
Edgar_Chahine,type,Animal
Edgar_Chahine,type,Animal
Edgar_Chahine,type,Eukaryote
Edgar_Chahine,type,Eukaryote
Edgar_Chahine,type,Species
Edgar_Chahine,type,Species
Edgar_Chahine,type,Person
Edgar_Chahine,sameAs,m.0n48bm0
Edgar_Chahine,sameAs,Edgar_Chahine
Edgar_Chahine,sameAs,7407427
Edgar_Chahine,sameAs,Q785327
Edgar_Chahine,sameAs,Edgar_Chahine
Edgar_Chahine,sameAs,Edgar_Chahine
Edgar_Chahine,sameAs,Edgar_Chahine
Edgar_Chahine,sameAs,Edgar_Chahine
Edgar_Chahine,sameAs,"Шахин,_Эдгар"
Edgar_Chahine,sameAs,Edgar_Chahine
Edgar_Chahine,sameAs,121629023
Edgar_Chahine,sameAs,p070393311
Edgar_Chahine,sameAs,إدغار_شاهين
Edgar_Chahine,sameAs,ادجار_شاهين
Edgar_Chahine,sameAs,ادگار_شاهین
Edgar_Chahine,sameAs,Էդգար_Շահին
Edgar_Chahine,sameAs,Edgar_Chahine
Edgar_Chahine,sameAs,4wHe5
Edgar_Chahine,name,Edgar Chahine
Edgar_Chahine,label,Edgar Chahine
Edgar_Chahine,label,Edgar Chahine
Edgar_Chahine,label,إدغار شاهين
Edgar_Chahine,label,Edgar Chahine
Edgar_Chahine,label,Edgar Chahine
Edgar_Chahine,label,Edgar Chahine
Edgar_Chahine,label,Edgar Chahine
Edgar_Chahine,label,"Шахин, Эдгар"
Edgar_Chahine,deathPlace,France
Edgar_Chahine,deathPlace,Paris
Edgar_Chahine,deathPlace,France
Edgar_Chahine,deathPlace,Paris
Edgar_Chahine,deathDate,1947-03-18
Edgar_Chahine,birthPlace,Austria
Edgar_Chahine,birthPlace,Vienna
Edgar_Chahine,birthPlace,Austria
Edgar_Chahine,birthPlace,Vienna
Edgar_Chahine,birthDate,1874-10-31
Edgar_Chahine,subject,Category:1947_deaths
Edgar_Chahine,subject,Category:Austrian_people_of_Armenian_descent
Edgar_Chahine,subject,Category:École_des_Beaux-Arts_alumni
Edgar_Chahine,subject,Category:19th-century_French_painters
Edgar_Chahine,subject,Category:20th-century_French_painters
Edgar_Chahine,subject,Category:1874_births
Edgar_Chahine,subject,Category:Accademia_di_Belle_Arti_di_Venezia_alumni
Edgar_Chahine,subject,Category:19th-century_French_engravers
Edgar_Chahine,subject,Category:French_male_painters
Edgar_Chahine,subject,Category:Academic_staff_of_the_Académie_Julian
Edgar_Chahine,subject,Category:Ethnic_Armenian_painters
Edgar_Chahine,subject,Category:French_people_of_Armenian_descent
Edgar_Chahine,subject,Category:19th-century_illustrators
Edgar_Chahine,subject,Category:19th-century_Armenian_artists
Edgar_Chahine,subject,Category:19th-century_French_male_artists
Edgar_Chahine,subject,Category:20th-century_French_male_artists
Edgar_Chahine,subject,Category:20th-century_Armenian_artists
Edgar_Chahine,subject,Category:Armenians_from_the_Ottoman_Empire
Edgar_Chahine,subject,Category:Emigrants_from_the_Ottoman_Empire_to_France
Edgar_Chahine,subject,Category:Armenian_illustrators
Edgar_Chahine,subject,Category:20th-century_French_engravers
Edgar_Chahine,subject,Category:Académie_Julian_alumni
Edgar_Chahine,subject,Category:20th-century_Armenian_illustrators
Edgar_Chahine,subject,Category:Painters_from_Vienna
Edgar_Chahine,wikiPageWikiLink,Category:1947_deaths
Edgar_Chahine,wikiPageWikiLink,Engraver
Edgar_Chahine,wikiPageWikiLink,Crouttes
Edgar_Chahine,wikiPageWikiLink,Armenia
Edgar_Chahine,wikiPageWikiLink,Austria
