subject,predicate,object
Ilka_Gedő,type,owl#Thing
Ilka_Gedő,type,Person
Ilka_Gedő,type,Person
Ilka_Gedő,type,Person
Ilka_Gedő,type,DUL.owl#NaturalPerson
Ilka_Gedő,type,Q19088
Ilka_Gedő,type,Q215627
Ilka_Gedő,type,Q483501
Ilka_Gedő,type,Q5
Ilka_Gedő,type,Q729
Ilka_Gedő,type,Animal
Ilka_Gedő,type,Animal
Ilka_Gedő,type,Artist
Ilka_Gedő,type,Artist
Ilka_Gedő,type,Artist
Ilka_Gedő,type,Eukaryote
Ilka_Gedő,type,Eukaryote
Ilka_Gedő,type,Species
Ilka_Gedő,type,Species
Ilka_Gedő,type,Person
Ilka_Gedő,sameAs,m.0d8bbj
Ilka_Gedő,sameAs,Q546182
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,אילקה_גדה
Ilka_Gedő,sameAs,Gedő_Ilka
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,"Гедё,_Илка"
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,إلكا_غيدو
Ilka_Gedő,sameAs,ايلكا_جيدو
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,Ilka_Gedő
Ilka_Gedő,sameAs,4jJAS
Ilka_Gedő,sameAs,119319926
Ilka_Gedő,sameAs,3278052
Ilka_Gedő,name,Ilka Gedő
Ilka_Gedő,label,Ilka Gedő
Ilka_Gedő,label,Ilka Gedő
Ilka_Gedő,label,إلكا غيدو
Ilka_Gedő,label,Ilka Gedő
Ilka_Gedő,label,Ilka Gedő
Ilka_Gedő,label,Ilka Gedő
Ilka_Gedő,label,Ilka Gedő
Ilka_Gedő,label,Ilka Gedő
Ilka_Gedő,label,Ilka Gedő
Ilka_Gedő,label,Ilka Gedő
Ilka_Gedő,label,"Гедё, Илка"
Ilka_Gedő,deathPlace,Budapest
Ilka_Gedő,deathPlace,"Budapest, Hungary"
Ilka_Gedő,deathDate,1985-06-19
Ilka_Gedő,birthPlace,Budapest
Ilka_Gedő,birthPlace,"Budapest, Hungary"
Ilka_Gedő,birthDate,1921-06-26
Ilka_Gedő,subject,Category:1985_deaths
Ilka_Gedő,subject,Category:1921_births
Ilka_Gedő,subject,Category:20th-century_Hungarian_painters
Ilka_Gedő,subject,Category:Jewish_painters
Ilka_Gedő,subject,Category:Expressionist_painters
Ilka_Gedő,subject,Category:20th-century_Hungarian_women_painters
Ilka_Gedő,subject,Category:Jewish_women_painters
Ilka_Gedő,subject,Category:Artists_from_Budapest
Ilka_Gedő,subject,Category:Jewish_Hungarian_painters
Ilka_Gedő,wikiPageWikiLink,Budapest
Ilka_Gedő,wikiPageWikiLink,Johannes_Itten
Ilka_Gedő,wikiPageWikiLink,Expressionism
Ilka_Gedő,wikiPageWikiLink,OMIKE
Ilka_Gedő,wikiPageWikiLink,Theory_of_Colours
