subject,predicate,object
Paul_Păun,type,owl#Thing
Paul_Păun,type,Person
Paul_Păun,type,Person
Paul_Păun,type,Person
Paul_Păun,type,DUL.owl#NaturalPerson
Paul_Păun,type,Q19088
Paul_Păun,type,Q215627
Paul_Păun,type,Q36180
Paul_Păun,type,Q5
Paul_Păun,type,Q729
Paul_Păun,type,Animal
Paul_Păun,type,Animal
Paul_Păun,type,Eukaryote
Paul_Păun,type,Eukaryote
Paul_Păun,type,Species
Paul_Păun,type,Species
Paul_Păun,type,Writer
Paul_Păun,type,Writer
Paul_Păun,type,Writer
Paul_Păun,type,Person
Paul_Păun,sameAs,m.07k3vws
Paul_Păun,sameAs,64265745
Paul_Păun,sameAs,Q7153038
Paul_Păun,sameAs,Paul_Păun
Paul_Păun,sameAs,Paul_Păun
Paul_Păun,sameAs,1225426294
Paul_Păun,sameAs,پول_پاون
Paul_Păun,sameAs,4tDLB
Paul_Păun,name,Paul Păun
Paul_Păun,name,Paul Paon
Paul_Păun,name,Paul Paon Zaharia
Paul_Păun,name,Zaharia Herșcovici
Paul_Păun,name,Zaharia Zaharia
Paul_Păun,label,Paul Păun
Paul_Păun,label,Paul Păun
Paul_Păun,period,1930
Paul_Păun,pseudonym,"Paul Păun, Paul Paon, Paul Paon Zaharia, Yvenez"
Paul_Păun,accessdate,2016-08-06
Paul_Păun,deathPlace,Haifa
Paul_Păun,deathPlace,Haifa
Paul_Păun,deathDate,1994-04-09
Paul_Păun,birthPlace,Bucharest
Paul_Păun,birthPlace,Bucharest
Paul_Păun,birthDate,1915-09-05
Paul_Păun,subject,Category:1915_births
Paul_Păun,subject,Category:Romanian_emigrants_to_Israel
Paul_Păun,subject,Category:Romanian_magazine_founders
Paul_Păun,subject,Category:1994_deaths
Paul_Păun,subject,Category:Jewish_Romanian_writers_banned_by_the_Antonescu_regime
Paul_Păun,subject,Category:20th-century_Israeli_poets
Paul_Păun,subject,Category:Israeli_male_poets
Paul_Păun,subject,Category:Writers_who_illustrated_their_own_writing
Paul_Păun,subject,Category:Israeli_essayists
