subject,predicate,object
Karl_Bodmer,type,owl#Thing
Karl_Bodmer,type,Person
Karl_Bodmer,type,Person
Karl_Bodmer,type,Person
Karl_Bodmer,type,DUL.owl#NaturalPerson
Karl_Bodmer,type,Q19088
Karl_Bodmer,type,Q215627
Karl_Bodmer,type,Q483501
Karl_Bodmer,type,Q5
Karl_Bodmer,type,Q729
Karl_Bodmer,type,Animal
Karl_Bodmer,type,Animal
Karl_Bodmer,type,Artist
Karl_Bodmer,type,Artist
Karl_Bodmer,type,Artist
Karl_Bodmer,type,Eukaryote
Karl_Bodmer,type,Eukaryote
Karl_Bodmer,type,Species
Karl_Bodmer,type,Species
Karl_Bodmer,type,Person
Karl_Bodmer,sameAs,m.01b_mr
Karl_Bodmer,sameAs,71387631
Karl_Bodmer,sameAs,118512323
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,Q124099
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,カール・ボドマー
Karl_Bodmer,sameAs,"Бодмер,_Карл"
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,p07148910X
Karl_Bodmer,sameAs,كارل_بودمير
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,Karl_Bodmer
Karl_Bodmer,sameAs,Карл_Бодмер
Karl_Bodmer,sameAs,HAZX
Karl_Bodmer,name,Karl Bodmer
Karl_Bodmer,label,Karl Bodmer
Karl_Bodmer,label,Karl Bodmer
Karl_Bodmer,label,Karl Bodmer
Karl_Bodmer,label,Karl Bodmer
Karl_Bodmer,label,Karl Bodmer
Karl_Bodmer,label,Karl Bodmer
Karl_Bodmer,label,カール・ボドマー
Karl_Bodmer,label,Karl Bodmer
Karl_Bodmer,label,"Бодмер, Карл"
Karl_Bodmer,label,Karl Bodmer
Karl_Bodmer,label,Карл Бодмер
Karl_Bodmer,fa,y
Karl_Bodmer,deathPlace,Paris
Karl_Bodmer,deathPlace,"Paris, France"
Karl_Bodmer,deathDate,1893-10-30
Karl_Bodmer,birthPlace,Switzerland
Karl_Bodmer,birthPlace,Zurich
Karl_Bodmer,birthPlace,"Zürich, Switzerland"
Karl_Bodmer,birthDate,1809-02-11
Karl_Bodmer,subject,Category:Artists_of_the_American_West
Karl_Bodmer,subject,Category:1809_births
Karl_Bodmer,subject,Category:1893_deaths
Karl_Bodmer,subject,Category:Swiss_emigrants_to_France
Karl_Bodmer,subject,Category:Swiss_expatriates_in_Germany
Karl_Bodmer,subject,Category:Swiss_expatriates_in_the_United_States
Karl_Bodmer,subject,Category:19th-century_Swiss_male_artists
Karl_Bodmer,subject,Category:Native_Americans_in_art
Karl_Bodmer,subject,Category:Artists_from_Zurich
Karl_Bodmer,wikiPageWikiLink,Aquatint
Karl_Bodmer,wikiPageWikiLink,Keelboat
Karl_Bodmer,wikiPageWikiLink,Claude_Monet
Karl_Bodmer,wikiPageWikiLink,Paris
Karl_Bodmer,wikiPageWikiLink,Pittsburgh
Karl_Bodmer,wikiPageWikiLink,Rhine
Karl_Bodmer,wikiPageWikiLink,Zurich
Karl_Bodmer,wikiPageWikiLink,Indigenous_peoples_of_the_Americas
Karl_Bodmer,wikiPageWikiLink,Koblenz
Karl_Bodmer,wikiPageWikiLink,Legion_of_Honour
Karl_Bodmer,wikiPageWikiLink,Missouri_River
Karl_Bodmer,wikiPageWikiLink,New_Orleans
Karl_Bodmer,wikiPageWikiLink,"Omaha,_Nebraska"
Karl_Bodmer,wikiPageWikiLink,Fort_Clark_Trading_Post_State_Historic_Site
Karl_Bodmer,wikiPageWikiLink,Cholera
Karl_Bodmer,wikiPageWikiLink,Fontainebleau
Karl_Bodmer,wikiPageWikiLink,Woodburytype
Karl_Bodmer,wikiPageWikiLink,Mato-tope
Karl_Bodmer,wikiPageWikiLink,Hidatsa
Karl_Bodmer,wikiPageWikiLink,Mandan
Karl_Bodmer,wikiPageWikiLink,Epidemic
Karl_Bodmer,wikiPageWikiLink,Printmaker
Karl_Bodmer,wikiPageWikiLink,Lahn
Karl_Bodmer,wikiPageWikiLink,Barbizon
Karl_Bodmer,wikiPageWikiLink,Barbizon_School
Karl_Bodmer,wikiPageWikiLink,"New_Harmony,_Indiana"
Karl_Bodmer,wikiPageWikiLink,Thomas_Say
Karl_Bodmer,wikiPageWikiLink,Henry_Fuseli
Karl_Bodmer,wikiPageWikiLink,Joslyn_Art_Museum
Karl_Bodmer,wikiPageWikiLink,Philip_Gilbert_Hamerton
