subject,predicate,object
Jacob_Epstein,type,owl#Thing
Jacob_Epstein,type,Person
Jacob_Epstein,type,Person
Jacob_Epstein,type,Person
Jacob_Epstein,type,DUL.owl#NaturalPerson
Jacob_Epstein,type,Q19088
Jacob_Epstein,type,Q215627
Jacob_Epstein,type,Q483501
Jacob_Epstein,type,Q5
Jacob_Epstein,type,Q729
Jacob_Epstein,type,Animal
Jacob_Epstein,type,Animal
Jacob_Epstein,type,Artist
Jacob_Epstein,type,Artist
Jacob_Epstein,type,Artist
Jacob_Epstein,type,Eukaryote
Jacob_Epstein,type,Eukaryote
Jacob_Epstein,type,Species
Jacob_Epstein,type,Species
Jacob_Epstein,type,Person
Jacob_Epstein,type,Artist
Jacob_Epstein,type,PersonWithOccupation
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,m.01pprm
Jacob_Epstein,sameAs,119235668
Jacob_Epstein,sameAs,12578600
Jacob_Epstein,sameAs,Q354779
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,יעקב_אפשטיין_(פסל_בריטי)
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,"Эпстайн,_Джейкоб"
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,1053363737
Jacob_Epstein,sameAs,p070468419
Jacob_Epstein,sameAs,جيكوب_إبستين
Jacob_Epstein,sameAs,جيكوب_ابستين
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,جیکوب_اپستین
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Iacobus_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Jacob_Epstein
Jacob_Epstein,sameAs,Джекоб_Епстайн
Jacob_Epstein,sameAs,3GJBy
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,جيكوب إبستين
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,Jacob Epstein
Jacob_Epstein,label,"Эпстайн, Джейкоб"
Jacob_Epstein,label,Джекоб Епстайн
Jacob_Epstein,deathPlace,"London, England"
Jacob_Epstein,deathDate,1959-08-21
Jacob_Epstein,birthPlace,"New York City, US"
Jacob_Epstein,birthDate,1880-11-10
Jacob_Epstein,subject,Category:1959_deaths
Jacob_Epstein,subject,Category:People_from_the_Lower_East_Side
Jacob_Epstein,subject,Category:American_alumni_of_the_École_des_Beaux-Arts
